iter	RMSE
220	0.03362197999
221	0.03357715496
222	0.03353272802
223	0.03348805629
224	0.03344378314
225	0.03339972633
226	0.03335610438
227	0.03331239009
228	0.03326913309
229	0.03322577377
230	0.03318267687
231	0.03313974522
232	0.03309690785
233	0.03305396825
234	0.03301152622
235	0.03296924304
236	0.0329273752
237	0.03288517126
238	0.03284348475
239	0.03280216043
240	0.03276042234
241	0.03271870178
242	0.03267707414
243	0.03263650482
244	0.03259549435
245	0.03255445065
246	0.03251383611
247	0.0324731088
248	0.03243293793
249	0.03239245066
250	0.03235237866
251	0.03231287774
252	0.03227270456
253	0.03223295956
254	0.03219363793
255	0.03215409054
256	0.03211466248
257	0.03207569905
258	0.03203660832
259	0.03199853239
260	0.03196006577
261	0.0319213112
262	0.0318824781
263	0.03184404093
264	0.03180610431
265	0.03176793359
266	0.03173085869
267	0.0316932485
268	0.03165537694
269	0.03161765955
270	0.03158023337
271	0.03154329934
272	0.03150635102
273	0.0314695393
274	0.03143293065
275	0.03139586032
276	0.03135938976
277	0.03132298839
278	0.03128576988
279	0.03124936031
280	0.03121291628
281	0.03117690804
282	0.03114120742
283	0.03110597663
284	0.03107048669
285	0.0310351133
286	0.03099976633
287	0.030964367
288	0.03092945497
289	0.03089516751
290	0.03086055149
291	0.03082575787
292	0.03079100904
293	0.03075666611
294	0.03072215929
295	0.03068745037
296	0.0306532864
297	0.0306192725
298	0.03058469263
299	0.03055116117
300	0.03051781655
301	0.03048422172
302	0.03045117768
303	0.03041801333
304	0.0303848755
305	0.03035146466
306	0.03031766994
307	0.03028541984
308	0.03025330009
309	0.03022079014
310	0.03018772047
311	0.03015565505
312	0.030123264
313	0.03009136017
314	0.03005884757
315	0.0300257832
316	0.02999396287
317	0.02996207462
318	0.02993026789
319	0.02989856229
320	0.02986722598
321	0.02983575429
322	0.02980471502
323	0.02977294073
324	0.0297418141
325	0.02971117659
326	0.02967992468
327	0.02964904419
328	0.02961831275
329	0.02958749023
330	0.02955704461
331	0.02952678766
332	0.02949657557
333	0.02946651482
334	0.02943635813
335	0.02940651258
336	0.02937652054
337	0.02934646031
338	0.02931678524
339	0.02928720834
340	0.02925834761
341	0.02922870353
342	0.0291992441
343	0.02917000403
344	0.02914061822
345	0.02911169168
346	0.02908231488
347	0.02905350853
348	0.02902494027
349	0.02899597915
350	0.02896749326
351	0.02893826593
352	0.02891002091
353	0.02888155992
354	0.02885344113
355	0.02882511435
356	0.02879696772
357	0.02876911961
358	0.0287411128
359	0.02871323002
360	0.02868554827
361	0.02865814076
362	0.02863055146
363	0.02860278158
364	0.02857573653
365	0.02854840275
366	0.02852115587
367	0.02849393881
368	0.02846684136
369	0.02843903975
370	0.02841211743
371	0.0283854663
372	0.02835866488
373	0.02833207951
374	0.02830556286
375	0.02827889795
376	0.02825275597
377	0.02822668868
378	0.02820041467
379	0.02817423198
380	0.02814818778
381	0.02812256781
382	0.02809668122
383	0.02807103675
384	0.02804537506
385	0.02802005678
386	0.02799502832
387	0.02796961518
388	0.02794408532
389	0.02791880997
390	0.02789321429
391	0.02786794831
392	0.02784327192
393	0.02781841933
394	0.02779346134
395	0.02776852307
396	0.02774397879
397	0.02771905123
398	0.02769462767
399	0.02766949448
400	0.02764463791
401	0.02762033819
402	0.02759624596
403	0.02757191765
404	0.02754746112
405	0.02752330882
406	0.02749941055
407	0.02747553157
408	0.02745204269
409	0.02742803823
410	0.02740456502
411	0.02738097869
412	0.027357598
413	0.02733420246
414	0.02731099741
415	0.02728768454
416	0.02726431953
417	0.02724149362
418	0.02721847233
419	0.02719572171
420	0.02717319013
421	0.02715033612
422	0.02712756774
423	0.02710475283
424	0.02708237833
425	0.02706013315
426	0.02703772908
427	0.02701494185
428	0.02699266883
429	0.02697033227
430	0.02694813082
431	0.02692620036
432	0.02690426388
433	0.02688236023
434	0.02686039543
435	0.02683874517
436	0.02681698921
437	0.026795384
438	0.02677377811
439	0.02675231243
440	0.026730965
441	0.02670974561
442	0.02668869415
443	0.02666745287
444	0.02664644959
445	0.02662488577
446	0.02660387549
447	0.0265830318
448	0.02656237673
449	0.02654151458
450	0.02652078018
451	0.02650004009
452	0.02647952312
453	0.026458841
454	0.02643851594
455	0.026417915
456	0.02639782415
457	0.02637754853
458	0.02635759651
459	0.02633745193
460	0.02631742902
461	0.02629755138
462	0.02627721742
463	0.02625738797
464	0.02623754516
465	0.02621781836
466	0.02619836774
467	0.0261788247
468	0.02615944644
469	0.02614003741
470	0.02612074084
471	0.02610144078
472	0.02608221162
473	0.02606304966
474	0.02604415552
475	0.0260249694
476	0.02600623022
477	0.02598731149
478	0.02596808698
479	0.02594942014
480	0.02593077416
481	0.02591204833
482	0.02589362577
483	0.02587519981
484	0.02585687465
485	0.02583845785
486	0.02582002486
487	0.02580186301
488	0.02578361145
489	0.02576519446
490	0.02574715154
491	0.02572898102
492	0.02571101935
493	0.02569308587
494	0.02567493746
495	0.02565705791
496	0.02563900425
497	0.02562144667
498	0.02560380983
499	0.02558623154
